filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
000000379077.jpg,198528,"{""width"":640,""height"":480}",1,0,"{""name"":""polygon"",""all_points_x"":[369.45,389.82,478.06,524.61,552.73,566.3,552.73,525.58,498.42,606.06,612.85,617.7,616.73,610.91,612.85,616.73,616.73,618.67,619.64,615.76,607.03,601.21,595.39,592.48,587.64,575.03,559.52,550.79,540.12,536.24,530.42,506.18,489.7,447.03,431.52,423.76,416,409.21,408.24,401.45,398.55,391.76,363.64,366.55,369.45,342.3,327.76,302.55,288.97,277.33,266.67,264.73,268.61,275.39,290.91,308.36,299.64,296.73,284.12,271.52,261.82,257.94,240.48,237.58,238.55,246.3,251.15,250.18,262.79,273.45,286.06,294.79,298.67,315.15],""all_points_y"":[163.88,156.12,90.18,65.94,54.3,50.42,31.03,13.58,1.94,0.97,25.21,47.52,65.94,82.42,93.09,104.73,125.09,148.36,160.97,180.36,187.15,198.79,209.45,226.91,241.45,253.09,261.82,249.21,238.55,219.15,215.27,240.48,255.03,293.82,305.45,321.94,335.52,347.15,364.61,391.76,408.24,418.91,429.58,397.58,377.21,358.79,351.03,375.27,388.85,388.85,377.21,367.52,356.85,353.94,353.94,341.33,326.79,317.09,304.48,288.97,257.94,240.48,233.7,216.24,211.39,199.76,195.88,182.3,182.3,180.36,174.55,172.61,179.39,179.39]}","{""category"":""dog""}"
000000359164.jpg,300008,"{""width"":640,""height"":480}",2,0,"{""name"":""polygon"",""all_points_x"":[172.03,189.69,207.94,230.9,253.27,257.39,266.81,266.81,255.62,255.62,267.98,267.98,260.92,254.44,250.91,247.97,236.19,230.31,222.65,214.41,203.82,190.86,199.11,180.27,170.85,172.03],""all_points_y"":[280.12,224.19,205.35,200.06,167.09,140.01,158.85,178.86,204.18,214.18,245.97,314.26,315.44,307.2,306.61,310.73,310.14,307.2,302.49,306.61,304.26,288.95,306.02,308.96,300.72,280.71]}","{""category"":""dog""}"
000000359164.jpg,300008,"{""width"":640,""height"":480}",2,1,"{""name"":""polygon"",""all_points_x"":[510.97,526.45,533.23,544.84,551.61,559.35,562.26,569.03,582.58,592.26,599.03,590.32,574.84,570.97,563.23,557.42,532.26,512.9,509.03,520.65,522.58,508.06,490.65,476.13,458.71,439.35,432.58,447.1,454.84,464.52,466.45,462.58,482.9,493.55,500.32,509.03,510],""all_points_y"":[292.84,291.87,305.42,313.16,309.29,295.74,264.77,252.19,258.97,254.13,235.74,215.42,197.03,179.61,181.55,193.16,195.1,185.42,189.29,203.81,210.58,209.61,202.84,215.42,220.26,228,230.9,255.1,274.45,292.84,307.35,319.94,324.77,324.77,317.03,299.61,296.71]}","{""category"":""dog""}"
000000011696.jpg,95656,"{""width"":640,""height"":480}",1,0,"{""name"":""polygon"",""all_points_x"":[202.52,228.8,247.3,248.28,283.33,306.69,316.43,326.17,335.9,353.43,351.48,343.69,329.09,322.27,296.96,281.38,260.93,258.99,237.57,212.25,181.1,159.68,112.94,88.6,71.08,32.13,9.74,2.92,0,105.15,189.86,205.44,205.44],""all_points_y"":[458.34,437.89,401.87,360,321.05,286.98,267.51,291.85,309.37,312.29,280.16,254.85,224.67,220.77,235.38,249.01,235.38,210.06,191.56,181.83,176.96,175.01,190.59,214.93,248.03,303.53,331.76,343.45,467.1,473.91,473.91,460.28,460.28]}","{""category"":""dog""}"
000000406976.jpg,208309,"{""width"":500,""height"":400}",2,0,"{""name"":""polygon"",""all_points_x"":[223.03,216.57,211.72,214.95,225.45,234.34,240,248.08,259.39,269.09,278.79,286.87,298.18,311.11,327.27,341.82,357.98,372.53,390.3,400,413.74,427.47,431.52,433.13,427.47,415.35,408.08,397.58,379.8,358.79,332.12,324.85,320.81,318.38,309.49,298.18,279.6,277.17,274.75,272.32,261.82,253.74,248.89,250.51,252.12,245.66,244.85,245.66,238.38],""all_points_y"":[254.41,251.99,247.95,245.52,243.91,236.63,231.78,226.13,218.05,199.46,188.15,186.53,183.3,182.49,182.49,184.92,188.96,191.38,201.89,208.35,220.47,230.98,239.06,248.75,267.34,285.93,294.81,298.05,300.47,300.47,294.81,289.16,289.16,290.77,286.73,281.08,285.93,279.46,281.89,289.16,292.39,292.39,289.16,280.27,269.76,262.49,255.22,247.95,243.1]}","{""category"":""dog""}"
000000406976.jpg,208309,"{""width"":500,""height"":400}",2,1,"{""name"":""polygon"",""all_points_x"":[238.38,215.76,151.11,117.17,92.12,82.42,83.23,82.42,94.55,96.97,81.62,46.06,50.91,80.81,115.56,133.33,151.92,153.54,161.62,139.8,130.1,153.54,190.71,193.94,209.29,214.14,225.45],""all_points_y"":[220,190.91,182.02,179.6,195.76,221.62,234.55,242.63,236.16,240.2,244.24,256.36,268.48,257.98,246.67,249.09,248.28,248.28,245.86,256.36,264.44,262.02,254.75,254.75,250.71,249.09,240.2]}","{""category"":""dog""}"
000000288399.jpg,271682,"{""width"":640,""height"":480}",1,0,"{""name"":""polygon"",""all_points_x"":[365.97,369.12,373.5,377.1,381.38,383.62,385.38,386.62,387.04,387.35,387.35,387.56,388.59,390.04,391.18,391.55,392.78,393.67,393.87,393.87,394.96,398.38,399.47,400.36,400.83,399.47,394.63,392.35,387.27,385.66,379.53,375.44,375.51,374.74,373.89,370.56,367.24,363.45,360.59,358.88,356.8,353.78,351.23,349.84,345.58,344.73,343.26,342.26,341.48,339.63,337.93,336.3,335.76,335.07,334.29,331.82,331.2,330.73,328.1,322.3,316.5,312.33,311.4,309.39,304.36,296.24,290.75,287.58,284.87,283.94,284.64,285.41,287.19,287.58,287.81,284.41,283.17,282.71,281.39,280.08,276.37,274.59,273.04,272.5,273.43,272.19,269.95,268.25,267.55,267.01,266.7,265.8,266.1,265.11,264.91,265.6,266.4,267.49,268.88,269.18,270.17,270.47,265.31,259.05,255.58,257.17,255.18,257.17,259.15,261.73,263.32,264.41,263.52,262.23,262.72,265.31,277.12,276.62,275.63,276.22,276.62,276.32,276.92,277.91,291.01,301.14,309.18,316.72,319.6,319.9,320.69,329.23,335.28,340.05,344.61,359,370.52,374.79,377.66,377.76,375.58,372.7,364.17,360.59,359.5,354.34,347.69,343.52,337.17,334.88,335.48,339.05,342.33,343.72,344.61,343.52,343.32,343.72,345.31,343.02,343.02,343.12,344.02,349.67,348.09,349.28,347.09,347.59,351.06,353.84,355.23,362.08,365.46,372.6,379.35,385.51,391.96,401.29,410.02,414.49,416.57,414.49,412.01,406.75,405.85,402.58,396.62,392.06,390.07,383.82,375.98,372.5,370.52,368.63,367.24,366.75,365.65,363.57,359.5,353.05,349.48,349.08,349.48,350.77,351.06,353.74,355.03,355.93,357.22,360.39,364.07],""all_points_y"":[93.36,94.26,96.17,99.88,102.13,101.46,100.11,97.73,95.35,92.56,89.56,85.73,83.04,78.59,74.66,70.64,67.71,66.41,65.18,64.09,63.47,66.89,66.14,64.84,63.88,61.49,58.89,57.31,56.99,56.5,52.48,50.39,49.46,49.46,49.85,49.39,48.46,48.46,48.46,48.69,48.92,48.92,48.92,48.85,51.09,52.02,53.8,54.41,54.49,56.27,56.58,55.34,54.49,55.26,55.81,56.04,56.97,57.12,57.89,60.06,63.85,67.79,70.5,72.51,76.46,81.17,86.2,87.75,88.6,89.37,90.61,91.3,91.38,92.08,93.31,97.41,98.57,101.51,103.83,105.07,110.87,113.5,115.2,115.59,116.36,118.53,124.4,130.75,137.94,146.14,154.02,164.94,168.62,169.31,170.5,172.59,174.37,177.15,181.32,183.31,186.58,191.15,189.66,188.96,187.28,189.46,189.96,192.14,195.22,196.71,197.8,198.2,198.99,198.99,200.78,201.27,203.95,204.45,205.74,206.73,207.33,208.72,210.5,212.59,220.83,225,227.97,225.79,222.02,220.03,219.73,224.5,233.93,240.78,246.14,252.59,256.26,255.47,252.29,249.61,247.43,245.34,239.88,239.49,239.78,237.6,231.94,226.38,215.96,211,209.61,211.4,214.67,216.16,215.27,211.3,210.31,210.21,210.9,206.73,204.05,202.76,202.66,205.64,202.46,201.57,198.59,197.2,197.3,196.81,196.31,200.18,200.18,208.92,213.28,214.57,215.66,215.17,212.59,209.61,207.43,204.15,202.66,202.36,202.66,203.85,204.75,205.74,204.95,201.17,195.62,191.35,186.38,182.02,178.15,172.49,167.33,163.95,157,147.67,141.92,137.35,134.17,132.09,128.42,119.78,110.25,105.59,101.22,98.05,95.07]}","{""category"":""dog""}"
000000426874.jpg,221141,"{""width"":480,""height"":640}",1,0,"{""name"":""polygon"",""all_points_x"":[134.61,119.7,111.06,100.07,112.63,121.26,131.47,158.94,192.69,228.02,276.68,337.12,393.64,401.49,392.85,379.51,371.66,358.32,329.27,285.32,235.08,228.02,208.39,226.45,236.65,217.03,204.47,182.49,162.87,144.03],""all_points_y"":[362.24,333.98,357.53,330.85,312.01,275.9,246.86,217.03,192.7,183.28,187.2,206.83,260.99,279.82,371.66,399.92,414.05,425.82,429.75,427.39,432.1,443.09,434.46,417.19,409.34,390.5,403.84,406.2,390.5,374.8]}","{""category"":""dog""}"
000000110435.jpg,40106,"{""width"":500,""height"":375}",1,0,"{""name"":""polygon"",""all_points_x"":[127.72,134.28,135.6,131.99,137.57,122.79,114.25,113.59,111.29,98.16,78.12,69.91,66.96,48.24,45.28,45.28,43.31,41.34,40.03,40.35,32.8,31.49,30.5,29.84,28.86,33.79,33.79,27.87,24.59,24.59,21.63,16.71,9.81,8.83,12.77,17.69,28.53,38.06,54.15,62.36,68.6,75.82,83.71,88.63,102.1,116.55,134.61,134.94,133.96,131.66,119.5,124.76],""all_points_y"":[283.63,299.39,302.02,305.63,337.82,339.79,339.79,335.19,329.93,335.19,335.19,334.86,340.44,348,346.36,339.13,325.67,319.75,304.97,302.02,296.76,290.85,281.98,269.18,248.81,232.39,225.49,225.49,222.54,215.64,213.01,209.07,199.55,184.44,171.63,160.79,156.2,153.24,140.1,134.85,133.21,129.27,128.94,130.25,138.46,144.7,166.71,176.89,194.95,206.77,227.47,257.02]}","{""category"":""dog""}"
000000347650.jpg,135920,"{""width"":640,""height"":480}",1,0,"{""name"":""polygon"",""all_points_x"":[339.12,337.87,326.65,326.65,350.34,467.53,524.88,494.96,512.42,544.83,567.27,595.95,638.34,637.09,615.9,572.26,506.18,435.12,382.75,347.84,324.16,310.44,324.16,330.39,322.91,355.32,356.57,342.86,314.18,300.47,284.26,255.58,245.61,221.92,203.22,157.09,125.92,107.22,119.69,133.4,139.64,142.13,137.14,134.65,138.39,145.87,138.39,129.66,134.65,153.35,169.56,188.26,211.95,223.17,248.1,271.79,294.23,302.96,284.26,283.01,275.53,266.81,275.53,279.27],""all_points_y"":[473.77,452.57,443.84,396.47,370.29,336.62,347.84,369.04,381.51,392.73,384,385.25,398.96,215.69,214.44,188.26,180.78,182.03,175.79,170.81,180.78,173.3,155.84,140.88,115.95,82.29,69.82,58.6,67.32,71.06,67.32,93.51,97.25,82.29,89.77,57.35,47.38,44.88,63.58,77.3,89.77,103.48,120.94,143.38,173.3,204.47,221.92,261.82,294.23,315.43,327.9,329.14,346.6,356.57,349.09,354.08,359.06,364.05,380.26,403.95,428.88,446.34,466.29,472.52]}","{""category"":""dog""}"
000000187177.jpg,123419,"{""width"":640,""height"":480}",1,0,"{""name"":""polygon"",""all_points_x"":[145.45,192.97,226.91,243.39,253.09,278.3,291.88,302.55,318.06,337.45,362.67,374.3,373.33,351.03,343.27,334.55,331.64,346.18,345.21,355.88,384.97,404.36,406.3,406.3,393.7,406.3,411.15,393.7,379.15,366.55,361.7,350.06,339.39,314.18,275.39,256,117.33,136.73,145.45],""all_points_y"":[379.15,351.03,284.12,256.97,227.88,176.48,165.82,171.64,196.85,198.79,202.67,199.76,189.09,183.27,178.42,155.15,144.48,134.79,114.42,103.76,104.73,104.73,119.27,137.7,150.3,173.58,214.3,232.73,255.03,281.21,322.91,357.82,384,414.06,456.73,479.03,480,444.12,408.24]}","{""category"":""dog""}"
000000468162.jpg,182292,"{""width"":640,""height"":480}",1,0,"{""name"":""polygon"",""all_points_x"":[433.14,430.36,421.73,412.82,399.73,393.6,390.54,390.26,401.4,402.23,398.89,389.98,383.02,379.12,374.39,375.5,368.82,368.54,370.77,376.34,380.79,379.96,379.12,377.17,378.84,385.8,388.59,392.77,398.33,397.5,408.64,418.94,424.79,430.36],""all_points_y"":[275.33,282.57,287.3,291.2,295.93,296.77,288.41,285.63,283.68,278.39,273.38,269.48,263.91,259.45,259.17,263.91,264.19,257.5,253.88,252.21,248.31,243.58,238.85,233.56,229.66,230.49,234.95,233,236.9,238.85,247.2,252.77,259.17,269.48]}","{""category"":""dog""}"
000000012966.jpg,81157,"{""width"":640,""height"":427}",1,0,"{""name"":""polygon"",""all_points_x"":[286.11,244.62,225.6,208.31,191.89,186.7,206.59,197.94,228.19,252.4,242.02,246.35,256.72,229.92,224.74,259.31,297.34,302.53,312.9,325.87,327.6,321.55,344.88,380.32,392.43,419.22,451.2,471.95,507.39,534.18,557.52,571.35,566.16,547.15,523.81,458.98,418.36,395.02,366.49,335.38],""all_points_y"":[39.33,68.72,86.87,121.44,171.58,196.64,211.34,238.13,266.66,266.66,317.66,347.05,366.06,374.71,395.45,404.96,397.18,366.06,372.98,374.71,378.16,395.45,416.2,417.06,404.09,388.54,368.65,334.94,309.88,326.3,328.03,306.42,298.64,284.81,222.58,177.63,166.39,93.78,66.99,31.55]}","{""category"":""dog""}"
000000548331.jpg,95697,"{""width"":480,""height"":640}",1,0,"{""name"":""polygon"",""all_points_x"":[218.91,226.64,233.08,236.94,231.79,231.79,231.79,238.23,242.09,242.09,244.67,258.83,267.85,274.29,278.15,284.59,271.71,263.98,248.53,231.79,229.22,231.79,226.64,204.75,178.99,171.27,167.4,169.98,160.97,130.06,114.61,151.95,158.39,154.53,105.59,94,79.84,51.51,38.63,36.06,25.75,16.74,23.18,36.06,52.8,59.24,73.4,96.58,109.46,128.77,139.07,145.51,159.68,169.98,172.56,172.56,186.72,204.75,218.91],""all_points_y"":[22.08,43.97,47.83,56.84,67.15,76.16,89.04,100.63,116.08,127.67,143.12,186.9,194.63,204.93,212.66,222.96,248.72,260.3,277.05,286.06,270.61,260.3,252.58,259.02,268.03,274.47,288.63,306.66,316.96,323.4,323.4,347.87,350.45,363.32,354.31,342.72,336.28,338.86,347.87,362.04,367.19,349.16,323.4,306.66,282.2,269.32,239.7,213.95,202.36,180.47,158.57,145.7,116.08,96.76,80.02,50.41,41.39,38.82,23.36]}","{""category"":""dog""}"
000000442565.jpg,59126,"{""width"":640,""height"":480}",1,0,"{""name"":""polygon"",""all_points_x"":[267.46,263.53,255.31,254.59,260.67,264.96,265.32,270.32,282.47,295.69,308.92,325.72,337.87,338.94,330.36,335.37,344.66,356.1,359.31,358.6,351.45,347.52,360.03,362.53,359.67,364.67,366.82,365.74,366.82,362.53,353.24,353.95,347.88,335.37,330.72,323.93,303.2,299.27,298.91,294.62,292.84,287.83,279.61,273.18,273.54,278.18,267.82],""all_points_y"":[293.07,301.64,301.29,291.99,287.71,269.12,256.97,245.89,242.67,240.17,233.02,226.59,223.73,222.66,213.72,206.58,201.93,201.93,210.15,221.23,229.81,231.95,240.17,247.32,251.61,257.33,265.19,271.27,282.7,286.63,281.27,271.27,269.48,268.05,261.26,257.33,267.69,274.84,281.63,288.78,290.57,302.36,312.72,311.29,305.22,296.64,294.5]}","{""category"":""dog""}"
000000279331.jpg,235524,"{""width"":480,""height"":640}",1,0,"{""name"":""polygon"",""all_points_x"":[95.68,112.48,121.54,124.12,122.83,128,146.1,168.08,160.32,193.94,209.45,232.73,257.29,259.88,261.17,267.64,271.52,297.37,288.32,256,266.34,261.17,257.29,266.34,266.34,287.03,307.72,312.89,292.2,276.69,262.46,254.71,241.78,230.14,212.04,215.92,246.95,241.78,204.28,201.7,208.16,219.8,219.8,206.87,190.06,196.53,192.65,181.01,166.79,152.57,152.57,175.84,161.62,148.69,139.64,126.71,109.9,82.75,82.75],""all_points_y"":[395.64,381.41,354.26,329.7,284.44,237.9,210.75,197.82,162.91,138.34,128,124.12,121.54,137.05,159.03,165.49,186.18,217.21,234.02,237.9,250.83,267.64,289.62,316.77,345.21,378.83,404.69,411.15,416.32,400.81,377.54,351.68,305.13,292.2,296.08,311.6,327.11,333.58,325.82,347.8,389.17,413.74,435.72,447.35,433.13,402.1,377.54,336.16,341.33,345.21,354.26,386.59,398.22,385.29,358.14,386.59,403.39,407.27,396.93]}","{""category"":""dog""}"
000000164983.jpg,135253,"{""width"":640,""height"":383}",2,0,"{""name"":""polygon"",""all_points_x"":[126.12,141.59,168.67,175.64,206.59,233.67,242.18,216.65,201.95,195.76,214.33,215.87,243.73,256.88,266.17,261.52,269.26,292.47,324.97,345.86,365.98,413.18,427.88,463.47,495.19,505.25,493.64,497.51,465.02,411.63,346.63,287.06,263.07,236.76],""all_points_y"":[141.79,173.51,188.99,187.44,182.8,187.44,199.04,215.29,229.99,243.92,250.11,250.11,240.83,236.96,234.64,254.75,264.04,287.25,276.42,271.78,274.87,270.23,243.15,231.54,233.86,229.22,179.7,144.11,91.49,64.41,71.38,87.63,106.97,120.12]}","{""category"":""dog""}"
000000549109.jpg,178728,"{""width"":640,""height"":480}",1,0,"{""name"":""polygon"",""all_points_x"":[493.23,497.01,506.2,509.27,514.69,513.98,515.63,515.16,514.69,511.39,510.21,518.94,522.71,527.66,531.43,537.8,539.92,542.04,543.93,548.41,550.06,554.78,557.61,561.85,565.62,582.84,592.5,595.1,588.73,571.75,570.81,570.58,573.64,571.75,565.15,564.21,562.79,532.14,534.26,524.12,512.1,500.31,492.29,493.47],""all_points_y"":[281.17,279.99,280.93,279.52,279.75,272.91,267.02,264.19,260.42,259.71,256.41,252.64,254.99,252.4,254.05,247.45,246.27,256.64,260.65,262.3,259.94,261.36,263.48,263.01,269.38,276.92,286.83,298.38,310.17,309.7,308.75,308.52,304.75,300.74,299.79,305.22,307.34,296.49,293.43,290.13,286.59,286.35,282.82,280.69]}","{""category"":""dog""}"
000000463290.jpg,129845,"{""width"":640,""height"":480}",1,0,"{""name"":""polygon"",""all_points_x"":[212.22,209.87,209.87,205.77,199.32,192.28,192.28,202.83,215.73,236.84,245.05,251.5,251.5,268.5,277.89,283.16,287.27,287.85,290.78,292.54,282.58,283.75,274.95,260.88,260.88,263.23,253.85,248.57,256.19,255.02,252.09,250.91,250.91,238.6,234.5,233.91,233.91,233.91,228.05,220.42,225.12,216.91,216.91,211.63,211.63],""all_points_y"":[280.86,273.83,273.83,270.9,265.03,258,253.31,244.51,246.86,252.13,253.31,257.41,257.41,257.41,270.9,287.31,309.59,329.53,343.6,352.98,353.57,330.7,310.18,344.19,344.19,360.02,358.26,354.16,353.57,334.22,320.15,302.56,302.56,308.42,328.94,328.94,328.94,328.94,339.5,334.22,328.94,293.76,293.76,279.69,279.69]}","{""category"":""dog""}"
000000546642.jpg,78893,"{""width"":500,""height"":333}",1,0,"{""name"":""polygon"",""all_points_x"":[308.83,326.96,343.07,357.17,357.84,357.17,345.08,337.03,326.96,317.56,311.52,304.13,301.45,302.12,306.15,304.8,298.09,298.09,298.09,300.77,304.13,303.46,286.68,285.33,281.98,281.3,286,286,281.3,281.3,277.28,277.28,274.59,266.53,266.53,266.53,266.53,266.53,271.23,269.22,267.21,263.85,263.18,259.15,259.15,259.82,260.49,261.16,261.16,257.81,249.75,249.08,249.08,246.39,246.39,249.75,255.12,254.45,252.44,255.79,256.46,258.48,261.16,262.51,265.19,271.91,277.95,284.66,294.06,305.47,312.19],""all_points_y"":[180.6,175.9,169.19,181.94,185.97,192.68,192.68,198.73,203.43,206.78,218.87,226.25,235.65,242.36,244.38,249.75,248.41,240.35,226.92,217.52,213.5,210.14,208.8,216.18,222.9,229.61,239.68,240.35,241.69,233.64,226.92,220.21,220.21,220.21,226.25,234.31,236.32,242.36,245.72,249.08,249.75,244.38,241.69,230.28,225.58,222.9,215.51,208.8,207.45,201.41,200.07,193.35,187.31,175.9,173.89,174.56,177.24,183.96,189.33,193.35,191.34,185.97,184.63,182.61,179.93,177.24,177.91,178.58,179.93,182.61,180.6]}","{""category"":""dog""}"
000000475923.jpg,166087,"{""width"":426,""height"":640}",1,0,"{""name"":""polygon"",""all_points_x"":[210.28,216.37,219.84,216.65,219.26,230.57,264.18,291.43,315.48,329.39,336.35,345.33,342.73,333.74,325.34,311.43,312.58,295.2,267.37,251.14,249.98,241,239.26,236.65,232.59,227.96,239.55,234.04,222.45,211.15,209.7],""all_points_y"":[589.85,586.96,579.42,571.88,569.86,577.1,574.2,572.75,573.04,581.74,594.78,599.71,608.4,601.74,607.53,604.92,600,597.68,595.94,603.47,607.53,606.66,614.49,617.1,616.23,610.14,597.1,596.23,599.42,591.88,589.56]}","{""category"":""dog""}"
000000357943.jpg,159325,"{""width"":640,""height"":427}",2,0,"{""name"":""polygon"",""all_points_x"":[371.27,371.27,371.27,371.27,371.27,371.48,371.9,372.94,372.94,375.03,377.33,379.84,380.88,384.43,387.15,390.28,394.25,396.13,401.98,404.07,404.07,404.07,404.9,405.53,405.74,406.16,406.16,406.37,406.16,405.95,405.74,405.53,405.53,405.53,405.11,405.11,403.44,402.61,401.14,401.14,401.14,398.85,397.8,397.18,396.76,396.55,396.55,394.88,391.53,389.24,387.15,388.19,386.31,384.43,382.34,381.09,380.25,378.37,375.66,373.57,372.73,372.94,371.9],""all_points_y"":[252.23,249.09,245.96,243.87,241.99,238.86,237.6,238.44,238.86,237.6,236.77,234.68,234.26,233.42,233.01,232.8,231.96,232.38,234.26,236.14,237.6,239.48,241.36,243.03,244.08,245.96,247.21,248.47,249.72,251.81,252.85,254.11,255.57,257.03,257.87,258.28,258.91,258.91,257.87,255.99,255.36,255.36,255.36,254.94,256.19,257.24,257.45,258.28,258.49,258.7,258.7,256.82,256.82,257.03,256.61,255.78,254.73,256.19,256.4,256.61,256.4,253.27,253.27]}","{""category"":""dog""}"
000000357943.jpg,159325,"{""width"":640,""height"":427}",2,1,"{""name"":""polygon"",""all_points_x"":[88.62,88.41,87.37,86.64,86.64,87.79,89.55,91.01,91.42,92.88,95.47,96.82,97.14,97.45,97.03,97.03,96.51,95.68,93.08,90.8],""all_points_y"":[189.23,185.39,181.96,178.43,175,173.03,171.78,169.6,166.38,166.27,165.96,167,169.18,172.19,175,177.08,180.19,187.57,189.86,190.06]}","{""category"":""dog""}"
000000128528.jpg,48467,"{""width"":640,""height"":451}",1,0,"{""name"":""polygon"",""all_points_x"":[404.72,411.07,413.79,422.87,436.48,442.83,457.35,461.89,462.8,463.7,480.95,480.95,475.5,479.13,480.95,480.95,483.67,486.39,494.56,503.63,510.89,515.43,504.54,504.54,505.45,511.8,514.52,515.43,522.69,524.5,524.5,509.08,505.45,507.26,506.35,494.56,490.02,469.15,478.22,484.58,480.95,475.5,472.78,451.91,435.57,424.68,436.48,439.2,441.93,451,451.91,447.37,434.67,425.59,422.87,417.42,416.52,413.79,414.7,404.72,400.18,400.18,400.18,397.46,393.83,392.02,389.29,388.39,387.48,387.48,392.02,392.92,399.28,406.54,403.81,395.65],""all_points_y"":[80.89,80.89,80.89,75.45,73.63,70.91,68.19,71.82,60.93,54.58,59.11,73.63,77.26,89.97,100.86,115.38,122.63,129.89,144.41,166.19,174.36,190.69,201.58,206.12,215.19,235.16,258.75,273.27,285.97,304.12,317.74,306.85,303.22,279.62,278.72,289.6,293.23,280.53,274.18,263.29,236.07,217.01,217.01,215.19,215.19,214.29,237.88,254.21,259.66,265.1,271.46,285.07,285.97,282.34,272.36,257.84,269.64,273.27,286.88,282.34,275.99,259.66,253.31,246.95,235.16,224.27,209.75,200.67,187.97,176.17,156.21,146.23,128.99,113.56,108.12,97.23]}","{""category"":""dog""}"
000000011169.jpg,227278,"{""width"":640,""height"":427}",1,0,"{""name"":""polygon"",""all_points_x"":[106.65,123.18,141.31,147.03,161.34,177.23,182.32,190.9,213.16,230.33,246.22,263.39,281.2,283.74,289.78,292.33,293.6,301.23,308.54,314.9,310.13,292.96,282.15,265.94,245.27,235.41,236.37,205.21,197.26,197.26,181.37,176.91,173.1,159.43,143.53,140.35,133.99,113.01,105.06,101.88,103.79,106.97],""all_points_y"":[355.38,353.16,351.25,341.08,329.63,325.5,327.09,323.59,322.96,329.95,327.41,330.59,344.26,338.22,334.4,335.67,348.07,357.61,368.1,373.83,377.96,378.28,382.41,379.55,380.5,374.14,369.37,370.01,372.55,377,376.69,372.24,369.37,371.28,366.51,363.97,367.15,367.15,365.88,361.11,356.34,355.7]}","{""category"":""dog""}"
000000195437.jpg,208732,"{""width"":640,""height"":427}",1,0,"{""name"":""polygon"",""all_points_x"":[343.33,359.72,367.48,388.18,409.75,423.55,446.84,454.6,457.19,480.48,489.97,502.05,521.89,516.71,510.67,470.13,452.88,432.18,421.82,409.75,404.57,389.91,376.11,371.79,357.13,345.05,342.46,341.6,342.46],""all_points_y"":[374.38,370.93,370.93,363.17,351.95,350.23,356.26,365.75,370.07,379.56,389.91,408.88,421.82,424.41,427,427,427,427,427,425.27,421.82,418.37,414.92,414.92,414.92,399.4,388.18,383.01,376.11]}","{""category"":""dog""}"
000000290839.jpg,216898,"{""width"":640,""height"":480}",1,0,"{""name"":""polygon"",""all_points_x"":[308.03,301.17,294.78,290.21,285.18,288.38,291.12,298.89,300.26,299.8,299.8,297.97,294.78,292.49,292.49,292.95,298.89,306.2,315.33,321.73,324.93,335.44,345.94,350.06,351.43,351.43,342.75,336.35,333.61,329.95,316.25,311.68,311.22,306.65,305.74,309.85],""all_points_y"":[259.59,261.42,264.62,264.16,263.7,260.5,260.05,257.76,256.39,252.74,249.54,244.06,245.88,246.8,242.69,236.29,231.27,233.09,233.55,237.2,239.03,241.32,248.17,255.02,260.5,262.79,261.87,261.87,261.87,261.87,262.33,263.7,266.9,266.9,263.24,260.5]}","{""category"":""dog""}"
